,timestamp,trip_id,start_date,stop,arrive,depart,line,tref,long_id,hold,late
1553185,1404822161,049850_0,20140708,640N,0,1404822125,0,1404792000.0,049850_0::1404792000.0,True,True
1554414,1404822281,049850_0,20140708,639N,1404822267,1404822267,0,1404792000.0,049850_0::1404792000.0,False,True
1555335,1404822371,049850_0,20140708,638N,1404822353,1404822353,0,1404792000.0,049850_0::1404792000.0,False,True
1555940,1404822431,049850_0,20140708,637N,1404822424,1404822424,0,1404792000.0,049850_0::1404792000.0,False,True
1556850,1404822521,049850_0,20140708,636N,1404822520,1404822520,0,1404792000.0,049850_0::1404792000.0,False,True
1558385,1404822671,049850_0,20140708,635N,1404822616,1404822616,0,1404792000.0,049850_0::1404792000.0,False,True
1559279,1404822791,049850_0,20140708,634N,1404822769,1404822769,0,1404792000.0,049850_0::1404792000.0,False,True
1559893,1404822851,049850_0,20140708,633N,1404822854,1404822854,0,1404792000.0,049850_0::1404792000.0,False,False
1560815,1404822941,049850_0,20140708,632N,1404822930,1404822930,0,1404792000.0,049850_0::1404792000.0,False,True
1563239,1404823181,049850_0,20140708,631N,1404823140,1404823140,0,1404792000.0,049850_0::1404792000.0,False,True
1564753,1404823331,049850_0,20140708,630N,1404823292,1404823292,0,1404792000.0,049850_0::1404792000.0,False,True
1565651,1404823421,049850_0,20140708,629N,1404823410,1404823410,0,1404792000.0,049850_0::1404792000.0,False,True
1567171,1404823571,049850_0,20140708,628N,1404823539,1404823539,0,1404792000.0,049850_0::1404792000.0,False,True
1568975,1404823751,049850_0,20140708,627N,1404823724,1404823724,0,1404792000.0,049850_0::1404792000.0,False,True
1570784,1404823931,049850_0,20140708,626N,1404823905,1404823905,0,1404792000.0,049850_0::1404792000.0,False,True
1571981,1404824051,049850_0,20140708,625N,1404824034,1404824034,0,1404792000.0,049850_0::1404792000.0,False,True
1573193,1404824171,049850_0,20140708,624N,1404824146,1404824146,0,1404792000.0,049850_0::1404792000.0,False,True
1573790,1404824231,049850_0,20140708,623N,1404824240,1404824240,0,1404792000.0,049850_0::1404792000.0,False,False
1574395,1404824321,049850_0,20140708,622N,1404824340,1404824340,0,1404792000.0,049850_0::1404792000.0,False,False
1576530,1404824561,049850_0,20140708,621N,1404824524,1404824524,0,1404792000.0,049850_0::1404792000.0,False,True
1578357,1404824741,049850_0,20140708,619N,1404824746,1404824746,0,1404792000.0,049850_0::1404792000.0,False,False
