,640N,639N,638N,637N,636N,635N,634N,633N,632N,631N,630N,629N,628N,627N,626N,625N,624N,623N,622N,621N,619N
049850_0::1404792000.0,36,14,18,7,1,55,22,-3,11,41,39,11,32,27,26,17,25,-9,-19,37,-5
