,640N,639N,638N,637N,636N,635N,634N,633N,632N,631N,630N,629N,628N,627N,626N,625N,624N,623N,622N,621N,619N
049850_0::1404792000.0,1404822161,1404822281,1404822371,1404822431,1404822521,1404822671,1404822791,1404822851,1404822941,1404823181,1404823331,1404823421,1404823571,1404823751,1404823931,1404824051,1404824171,1404824231,1404824321,1404824561,1404824741
