,timestamp,trip_id,start_date,stop,arrive,depart,line,tref,long_id,hold,late
2,1404433451,117050_1..S02R,20140703,138S,1404433467,1404433467,1,1404360000.0,117050_1..S02R::1404360000.0,False,False
18,1404433451,121050_1..S02R,20140703,112S,1404433462,1404433462,1,1404360000.0,121050_1..S02R::1404360000.0,False,False
208,1404433481,116550_1..S02R,20140703,140S,1404433431,1404433431,1,1404360000.0,116550_1..S02R::1404360000.0,False,True
212,1404433481,117550_1..S02R,20140703,136S,1404433470,1404433470,1,1404360000.0,117550_1..S02R::1404360000.0,False,True
214,1404433481,118050_1..S02R,20140703,132S,1404433474,1404433474,1,1404360000.0,118050_1..S02R::1404360000.0,False,True
222,1404433481,120050_1..S02R,20140703,119S,1404433482,1404433482,1,1404360000.0,120050_1..S02R::1404360000.0,False,False
224,1404433481,120550_1..S02R,20140703,115S,1404433496,1404433496,1,1404360000.0,120550_1..S02R::1404360000.0,False,False
228,1404433481,121550_1..S02R,20140703,109S,1404433462,1404433462,1,1404360000.0,121550_1..S02R::1404360000.0,False,True
424,1404433511,119050_1..S02R,20140703,125S,1404433499,1404433499,1,1404360000.0,119050_1..S02R::1404360000.0,False,True
426,1404433511,119550_1..S02R,20140703,122S,1404433509,1404433509,1,1404360000.0,119550_1..S02R::1404360000.0,False,True
436,1404433511,122050_1..S02R,20140703,104S,1404433505,1404433505,1,1404360000.0,122050_1..S02R::1404360000.0,False,True
623,1404433541,117550_1..S02R,20140703,137S,1404433509,1404433629,1,1404360000.0,117550_1..S02R::1404360000.0,True,False
627,1404433541,118550_1..S02R,20140703,127S,1404433510,1404433510,1,1404360000.0,118550_1..S02R::1404360000.0,False,True
639,1404433541,121550_1..S02R,20140703,110S,1404433550,1404433550,1,1404360000.0,121550_1..S02R::1404360000.0,False,False
830,1404433571,118050_1..S02R,20140703,133S,1404433557,1404433557,1,1404360000.0,118050_1..S02R::1404360000.0,False,True
842,1404433571,121050_1..S02R,20140703,113S,1404433559,1404433559,1,1404360000.0,121050_1..S02R::1404360000.0,False,True
848,1404433571,122550_1..S02R,20140703,101S,0,1404433530,1,1404360000.0,122550_1..S02R::1404360000.0,True,True
1030,1404433601,117050_1..S02R,20140703,139S,1404433496,1404433556,1,1404360000.0,117050_1..S02R::1404360000.0,True,True
1032,1404433601,117550_1..S02R,20140703,138S,1404433625,1404433625,1,1404360000.0,117550_1..S02R::1404360000.0,False,False
1038,1404433601,119050_1..S02R,20140703,126S,1404433593,1404433593,1,1404360000.0,119050_1..S02R::1404360000.0,False,True
1040,1404433601,119550_1..S02R,20140703,123S,1404433602,1404433602,1,1404360000.0,119550_1..S02R::1404360000.0,False,False
1044,1404433601,120550_1..S02R,20140703,116S,1404433582,1404433582,1,1404360000.0,120550_1..S02R::1404360000.0,False,True
1050,1404433601,122050_1..S02R,20140703,106S,1404433587,1404433587,1,1404360000.0,122050_1..S02R::1404360000.0,False,True
1237,1404433631,118050_1..S02R,20140703,134S,1404433640,1404433640,1,1404360000.0,118050_1..S02R::1404360000.0,False,False
1239,1404433631,118550_1..S02R,20140703,128S,1404433611,1404433611,1,1404360000.0,118550_1..S02R::1404360000.0,False,True
1251,1404433631,121550_1..S02R,20140703,111S,1404433642,1404433642,1,1404360000.0,121550_1..S02R::1404360000.0,False,False
1444,1404433661,120050_1..S02R,20140703,120S,1404433575,1404433575,1,1404360000.0,120050_1..S02R::1404360000.0,False,True
1636,1404433691,118550_1..S02R,20140703,129S,1404433689,1404433689,1,1404360000.0,118550_1..S02R::1404360000.0,False,True
1640,1404433691,119550_1..S02R,20140703,124S,1404433686,1404433686,1,1404360000.0,119550_1..S02R::1404360000.0,False,True
1644,1404433691,120550_1..S02R,20140703,117S,1404433694,1404433694,1,1404360000.0,120550_1..S02R::1404360000.0,False,False
1646,1404433691,121050_1..S02R,20140703,114S,1404433682,1404433682,1,1404360000.0,121050_1..S02R::1404360000.0,False,True
1650,1404433691,122050_1..S02R,20140703,107S,1404433682,1404433682,1,1404360000.0,122050_1..S02R::1404360000.0,False,True
1652,1404433691,122550_1..S02R,20140703,103S,1404433683,1404433683,1,1404360000.0,122550_1..S02R::1404360000.0,False,True
1828,1404433721,117550_1..S02R,20140703,139S,1404433668,1404433728,1,1404360000.0,117550_1..S02R::1404360000.0,True,False
1830,1404433721,118050_1..S02R,20140703,135S,1404433723,1404433723,1,1404360000.0,118050_1..S02R::1404360000.0,False,False
1834,1404433721,119050_1..S02R,20140703,127S,1404433696,1404433696,1,1404360000.0,119050_1..S02R::1404360000.0,False,True
1838,1404433721,120050_1..S02R,20140703,121S,1404433733,1404433733,1,1404360000.0,120050_1..S02R::1404360000.0,False,False
2043,1404433751,120550_1..S02R,20140703,118S,1404433762,1404433762,1,1404360000.0,120550_1..S02R::1404360000.0,False,False
2047,1404433751,121550_1..S02R,20140703,112S,1404433754,1404433754,1,1404360000.0,121550_1..S02R::1404360000.0,False,False
2049,1404433751,122050_1..S02R,20140703,108S,1404433759,1404433759,1,1404360000.0,122050_1..S02R::1404360000.0,False,False
2230,1404433781,117050_1..S02R,20140703,140S,1404433715,1404433715,1,1404360000.0,117050_1..S02R::1404360000.0,False,True
2234,1404433781,118050_1..S02R,20140703,136S,1404433789,1404433789,1,1404360000.0,118050_1..S02R::1404360000.0,False,False
2240,1404433781,119550_1..S02R,20140703,125S,1404433764,1404433764,1,1404360000.0,119550_1..S02R::1404360000.0,False,True
2246,1404433781,121050_1..S02R,20140703,115S,1404433767,1404433767,1,1404360000.0,121050_1..S02R::1404360000.0,False,True
2252,1404433781,122550_1..S02R,20140703,104S,1404433770,1404433770,1,1404360000.0,122550_1..S02R::1404360000.0,False,True
2254,1404433781,123050_1..S02R,20140703,101S,0,1404433830,1,1404360000.0,123050_1..S02R::1404360000.0,True,False
2433,1404433811,118550_1..S02R,20140703,130S,1404433782,1404433782,1,1404360000.0,118550_1..S02R::1404360000.0,False,True
2435,1404433811,119050_1..S02R,20140703,128S,1404433793,1404433793,1,1404360000.0,119050_1..S02R::1404360000.0,False,True
2439,1404433811,120050_1..S02R,20140703,122S,1404433811,1404433811,1,1404360000.0,120050_1..S02R::1404360000.0,False,False
2629,1404433841,118550_1..S02R,20140703,131S,1404433840,1404433840,1,1404360000.0,118550_1..S02R::1404360000.0,False,True
2637,1404433841,120550_1..S02R,20140703,119S,1404433843,1404433843,1,1404360000.0,120550_1..S02R::1404360000.0,False,False
