,231N,501N,502N,505N,219N,416N,418N,234N,235N,245N,247N,250N,503N,214N,635N,244N,213N,218N,640N,230N,243N,504N,217N,222N,631N,423N,242N,216N,241N,229N,221N,215N,228N,220N,239N,246N,629N,137N,420N,132N,626N,621N,128N,233N,127N,419N,123N,120N,227N,226N,225N,212N,211N,210N,209N,208N,207N,206N,205N,204N,257N,256N,255N,254N,253N,252N,251N,249N,248N,201N
074500_5..N73R::1404446400.0,,1404494411,1404494231,1404493901,1404493091,1404492641,1404491231,,,,,,1404494111,1404493541,1404491621,,1404493691,1404493151,1404491321,,,1404493991,1404493241,1404492761,1404491861,,,1404493331,,,1404492911,1404493421,,1404493001,,,1404492041,,1404491081,,1404492221,1404492461,,,,1404491141,,,,,,,,,,,,,,,,,,,,,,,,
075900_5..N73R::1404446400.0,,1404495341,1404495161,1404494801,1404493961,1404493481,1404492071,,,,,,1404495041,1404494441,1404492431,,1404494591,1404494051,1404492191,,,1404494891,1404494111,1404493631,1404492701,,,1404494231,,,1404493751,1404494321,,1404493871,,,1404492851,,1404491921,,1404493061,1404493301,,,,1404491981,,,,,,,,,,,,,,,,,,,,,,,,
076900_5..N73R::1404446400.0,,1404496451,1404496241,1404495821,1404494801,1404494231,1404492701,,,,,,1404496091,1404495371,1404493091,,1404495581,1404494891,1404492761,,,1404495941,1404494981,1404494441,1404493331,,,1404495101,,,1404494561,1404495221,,1404494711,,,1404493481,,1404492491,,1404493691,1404494051,,,,1404492611,,,,,,,,,,,,,,,,,,,,,,,,
078300_5..N73R::1404446400.0,,1404496931,1404496751,1404496391,1404495371,1404494861,1404493511,,,,,,1404496601,1404495911,1404493901,,1404496151,1404495461,1404493601,,,1404496481,1404495551,1404495041,1404494141,,,1404495641,,,1404495161,1404495761,,1404495281,,,1404494291,,1404493331,,1404494471,1404494711,,,,1404493421,,,,,,,,,,,,,,,,,,,,,,,,
079300_5..N73R::1404446400.0,,1404497381,1404497201,1404496841,1404496001,1404495521,1404494171,,,,,,1404497051,1404496481,1404494531,,1404496631,1404496091,1404494261,,,1404496931,1404496151,1404495701,1404494771,,,1404496271,,,1404495791,1404496361,,1404495911,,,1404494891,,1404493991,,1404495101,1404495371,,,,1404494081,,,,,,,,,,,,,,,,,,,,,,,,
080700_5..N73R::1404446400.0,,1404498191,1404498041,1404497681,1404496811,1404496331,1404494981,,,,,,1404497891,1404497351,1404495311,,1404497471,1404496901,1404495071,,,1404497771,1404496991,1404496481,1404495581,,,1404497111,,,1404496571,1404497201,,1404496721,,,1404495731,,1404494801,,1404495911,1404496151,,,,1404494891,,,,,,,,,,,,,,,,,,,,,,,,
081700_5..N73R::1404446400.0,,1404498581,1404498401,1404498071,1404497291,1404496871,1404495551,,,,,,1404498281,1404497771,1404495941,,1404497891,1404497381,1404495641,,,1404498131,1404497441,1404496991,1404496151,,,1404497531,,,1404497111,1404497651,,1404497201,,,1404496301,,1404495371,,1404496481,1404496721,,,,1404495461,,,,,,,,,,,,,,,,,,,,,,,,
083100_5..N73R::1404446400.0,,1404499481,1404499301,1404498971,1404498191,1404497771,1404496391,,,,,,1404499181,1404498671,1404496781,,1404498821,1404498281,1404496541,,,1404499061,1404498401,1404497921,1404497021,,,1404498491,,,1404498041,1404498581,,1404498131,,,1404497201,,1404496241,,1404497411,1404497621,,,,1404496331,,,,,,,,,,,,,,,,,,,,,,,,
084100_5..N73R::1404446400.0,,1404500111,1404499931,1404499601,1404498791,1404498341,1404496961,,,,,,1404499811,1404499271,1404497381,,1404499391,1404498881,1404497081,,,1404499661,1404498941,1404498491,1404497621,,,1404499031,,,1404498581,1404499151,,1404498701,,,1404497741,,1404496841,,1404497951,1404498191,,,,1404496901,,,,,,,,,,,,,,,,,,,,,,,,
085500_5..N73R::1404446400.0,,1404501491,1404501281,1404500921,1404499961,1404499421,1404497891,,,,,,1404501161,1404500501,1404498281,,1404500681,1404500051,1404498011,,,1404501011,1404500111,1404499601,1404498521,,,1404500261,,,1404499721,1404500381,,1404499871,,,1404498701,,1404497741,,1404498911,1404499211,,,,1404497801,,,,,,,,,,,,,,,,,,,,,,,,
086500_5..N73R::1404446400.0,,1404501851,1404501671,1404501311,1404500441,1404499991,1404498431,,,,,,1404501521,1404500951,1404498851,,1404501071,1404500531,1404498581,,,1404501401,1404500621,1404500111,1404499121,,,1404500711,,,1404500261,1404500801,,1404500381,,,1404499301,,1404498281,,1404499481,1404499811,,,,1404498341,,,,,,,,,,,,,,,,,,,,,,,,
087900_5..N73R::1404446400.0,,1404502451,1404502271,1404501941,1404501071,1404500651,1404499301,,,,,,1404502151,1404501581,1404499661,,1404501731,1404501191,1404499421,,,1404502031,1404501251,1404500801,1404499901,,,1404501311,,,1404500891,1404501461,,1404501011,,,1404500051,,1404499151,,1404500231,1404500471,,,,1404499211,,,,,,,,,,,,,,,,,,,,,,,,
088900_5..N73R::1404446400.0,,1404503261,1404503081,1404502721,1404501881,1404501311,1404499871,,,,,,1404502961,1404502361,1404500231,,1404502511,1404501971,1404499991,,,1404502811,1404502031,1404501521,1404500501,,,1404502151,,,1404501671,1404502241,,1404501791,,,1404500651,,1404499721,,1404500861,1404501131,,,,1404499811,,,,,,,,,,,,,,,,,,,,,,,,
090300_5..N73R::1404446400.0,,1404504191,1404503981,1404503651,1404502751,1404502211,1404500801,,,,,,1404503861,1404503231,1404501161,,1404503381,1404502841,1404500921,,,1404503711,1404502901,1404502421,1404501401,,,1404503021,,,1404502541,1404503111,,1404502661,,,1404501581,,1404500651,,1404501761,1404502031,,,,1404500711,,,,,,,,,,,,,,,,,,,,,,,,
091300_5..N73R::1404446400.0,,1404504581,1404504401,1404504071,1404503231,1404502751,1404501311,,,,,,1404504281,1404503681,1404501671,,1404503861,1404503291,1404501431,,,1404504161,1404503381,1404502901,1404502001,,,1404503471,,,1404503021,1404503591,,1404503141,,,1404502151,,1404501191,,1404502331,1404502601,,,,1404501251,,,,,,,,,,,,,,,,,,,,,,,,
092700_5..N73R::1404446400.0,,1404505421,1404505241,1404504881,1404504041,1404503531,1404502151,,,,,,1404505091,1404504521,1404502541,,1404504671,1404504131,1404502271,,,1404504971,1404504191,1404503711,1404502781,,,1404504281,,,1404503831,1404504401,,1404503951,,,1404502901,,1404502001,,1404503111,1404503381,,,,1404502091,,,,,,,,,,,,,,,,,,,,,,,,
093700_5..N73R::1404446400.0,,1404505961,1404505751,1404505421,1404504611,1404504131,1404502751,,,,,,1404505631,1404505061,1404503141,,1404505211,1404504671,1404502871,,,1404505511,1404504761,1404504281,1404503381,,,1404504851,,,1404504401,1404504971,,1404504521,,,1404503531,,1404502601,,1404503711,1404503981,,,,1404502661,,,,,,,,,,,,,,,,,,,,,,,,
095100_5..N73R::1404446400.0,,1404507011,1404506831,1404506471,1404505601,1404505061,1404503621,,,,,,1404506681,1404506111,1404503981,,1404506261,1404505691,1404503711,,,1404506561,1404505781,1404505301,1404504251,,,1404505871,,,1404505421,1404505991,,1404505541,,,1404504431,,1404503471,,1404504611,1404504911,,,,1404503531,,,,,,,,,,,,,,,,,,,,,,,,
096100_5..N73R::1404446400.0,,1404507461,1404507281,1404506921,1404506051,1404505631,1404504191,,,,,,1404507161,1404506561,1404504581,,1404506711,1404506141,1404504281,,,1404507011,1404506231,1404505781,1404504791,,,1404506321,,,1404505871,1404506441,,1404505991,,,1404504971,,1404504041,,1404505151,1404505481,,,,1404504101,,,,,,,,,,,,,,,,,,,,,,,,
097500_5..N73R::1404446400.0,,1404508481,1404508301,1404507941,1404507071,1404506591,1404505211,,,,,,1404508151,1404507581,1404505541,,1404507731,1404507161,1404505301,,,1404508031,1404507251,1404506711,1404505811,,,1404507341,,,1404506861,1404507461,,1404506981,,,1404505961,,1404505061,,1404506141,1404506411,,,,1404505121,,,,,,,,,,,,,,,,,,,,,,,,
098500_5..N73R::1404446400.0,,1404508751,1404508601,1404508241,1404507461,1404507011,1404505631,,,,,,1404508451,1404507941,1404505991,,1404508061,1404507551,1404505751,,,1404508331,1404507611,1404507161,1404506261,,,1404507701,,,1404507251,1404507821,,1404507371,,,1404506411,,1404505481,,1404506591,1404506861,,,,1404505541,,,,,,,,,,,,,,,,,,,,,,,,
103300_5..N73R::1404446400.0,,1404511721,1404511571,1404511211,1404510371,1404509921,1404508511,,,,,,1404511421,1404510851,1404508901,,1404511001,1404510461,1404508631,,,1404511301,1404510521,1404510071,1404509141,,,1404510641,,,1404510191,1404510731,,1404510311,,,1404509291,,1404508361,,1404509471,1404509741,,,,1404508421,,,,,,,,,,,,,,,,,,,,,,,,
100900_5..N73R::1404446400.0,,1404510401,1404510251,1404509921,1404509081,1404508661,1404507071,,,,,,1404510101,1404509531,1404507431,,1404509681,1404509171,1404507191,,,1404509981,1404509231,1404508811,1404507701,,,1404509351,,,1404508901,1404509411,,1404509021,,,1404507851,,1404506921,,1404508031,1404508511,,,,1404507011,,,,,,,,,,,,,,,,,,,,,,,,
102300_5..N73R::1404446400.0,,1404511211,1404511001,1404510671,1404509831,1404509291,1404507941,,,,,,1404510881,1404510281,1404508331,,1404510431,1404509891,1404508061,,,1404510761,1404509981,1404509471,1404508541,,,1404510071,,,1404509591,1404510161,,1404509711,,,1404508691,,1404507791,,1404508871,1404509141,,,,1404507851,,,,,,,,,,,,,,,,,,,,,,,,
104700_5..N73R::1404446400.0,,1404512651,1404512471,1404512141,1404511361,1404510911,1404509381,,,,,,1404512351,1404511811,1404509771,,1404511931,1404511451,1404509471,,,1404512231,1404511511,1404511061,1404510041,,,1404511601,,,1404511151,1404511721,,1404511271,,,1404510191,,1404509201,,1404510401,1404510731,,,,1404509261,,,,,,,,,,,,,,,,,,,,,,,,
105700_5..N73R::1404446400.0,,1404513161,1404513011,1404512651,1404511871,1404511391,1404509951,,,,,,1404512861,1404512321,1404510371,,1404512471,1404511961,1404510101,,,1404512741,1404511991,1404511571,1404510611,,,1404512111,,,1404511691,1404512231,,1404511781,,,1404510791,,1404509801,,1404510971,1404511211,,,,1404509891,,,,,,,,,,,,,,,,,,,,,,,,
107100_5..N73R::1404446400.0,,1404514031,1404513791,1404513491,1404512681,1404512231,1404510791,,,,,,1404513701,1404513161,1404511151,,1404513311,1404512771,1404510911,,,1404513581,1404512831,1404512381,1404511421,,,1404512951,,,1404512501,1404513041,,1404512621,,,1404511571,,1404510641,,1404511781,1404512051,,,,1404510731,,,,,,,,,,,,,,,,,,,,,,,,
109500_5..N73R::1404446400.0,,1404515861,1404515681,1404515351,1404514391,1404513911,1404512261,,,,,,1404515561,1404514931,1404512681,,1404515111,1404514511,1404512381,,,1404515441,1404514601,1404514121,1404512921,,,1404514661,,,1404514211,1404514811,,1404514331,,,1404513101,,1404512111,,1404513461,1404513761,,,,1404512171,,,,,,,,,,,,,,,,,,,,,,,,
108100_5..N73R::1404446400.0,,1404514511,1404514361,1404514001,1404513191,1404512741,1404511391,,,,,,1404514211,1404513671,1404511781,,1404513791,1404513281,1404511481,,,1404514091,1404513371,1404512891,1404511991,,,1404513461,,,1404513011,1404513551,,1404513131,,,1404512141,,1404511241,,1404512351,1404512591,,,,1404511301,,,,,,,,,,,,,,,,,,,,,,,,
110500_5..N73R::1404446400.0,,1404516011,1404515831,1404515501,1404514661,1404514211,1404512861,,,,,,1404515711,1404515111,1404513221,,1404515261,1404514751,1404512981,,,1404515591,1404514811,1404514391,1404513431,,,1404514901,,,1404514451,1404515021,,1404514601,,,1404513581,,1404512741,,1404513791,1404514061,,,,1404512801,,,,,,,,,,,,,,,,,,,,,,,,
111900_5..N73R::1404446400.0,,1404517181,1404516941,1404516581,1404515711,1404515231,1404513791,,,,,,1404516791,1404516221,1404514181,,1404516371,1404515801,1404513911,,,1404516671,1404515891,1404515381,1404514391,,,1404516011,,,1404515501,1404516101,,1404515621,,,1404514601,,1404513581,,1404514781,1404515081,,,,1404513641,,,,,,,,,,,,,,,,,,,,,,,,
112900_5..N73R::1404446400.0,,1404517541,1404517331,1404517001,1404516161,1404515711,1404514301,,,,,,1404517211,1404516641,1404514661,,1404516791,1404516251,1404514391,,,1404517091,1404516281,1404515861,1404514931,,,1404516401,,,1404515951,1404516521,,1404516071,,,1404515081,,1404514151,,1404515261,1404515531,,,,1404514211,,,,,,,,,,,,,,,,,,,,,,,,
114300_5..N73R::1404446400.0,,1404518441,1404518231,1404517871,1404517031,1404516551,1404515111,,,,,,1404518081,1404517541,1404515531,,1404517661,1404517121,1404515231,,,1404517961,1404517211,1404516761,1404515741,,,1404517301,,,1404516851,1404517421,,1404516941,,,1404515891,,1404514961,,1404516071,1404516371,,,,1404515021,,,,,,,,,,,,,,,,,,,,,,,,
115350_5..N73R::1404446400.0,,1404518891,1404518741,1404518411,1404517631,1404517181,1404515771,,,,,,1404518621,1404518081,1404516191,,1404518201,1404517691,1404515891,,,1404518501,1404517781,1404517331,1404516431,,,1404517871,,,1404517421,1404517961,,1404517541,,,1404516581,,1404515591,,1404516791,1404517031,,,,1404515681,,,,,,,,,,,,,,,,,,,,,,,,
116750_5..N73R::1404446400.0,,1404519881,1404519671,1404519371,1404518531,1404518081,1404516611,,,,,,1404519551,1404518981,1404517031,,1404519131,1404518621,1404516761,,,1404519431,1404518681,1404518231,1404517271,,,1404518771,,,1404518351,1404518891,,1404518471,,,1404517421,,1404516431,,1404517631,1404517901,,,,1404516521,,,,,,,,,,,,,,,,,,,,,,,,
117750_5..N73R::1404446400.0,,1404520571,1404520361,1404520001,1404519161,1404518591,1404517181,,,,,,1404520241,1404519611,1404517571,,1404519821,1404519221,1404517331,,,1404520091,1404519311,1404518861,1404517781,,,1404519431,,,1404518951,1404519521,,1404519071,,,1404517961,,1404517031,,1404518141,1404518411,,,,1404517121,,,,,,,,,,,,,,,,,,,,,,,,
119150_5..N73R::1404446400.0,,1404521411,1404521231,1404520901,1404519911,1404519431,1404518021,,,,,,1404521111,1404520391,1404518411,,1404520691,1404519971,1404518141,,,1404520991,1404520061,1404519551,1404518681,,,1404520151,,,1404519671,1404520271,,1404519791,,,1404518801,,1404517901,,1404519011,1404519251,,,,1404517961,,,,,,,,,,,,,,,,,,,,,,,,
120450_5..N73R::1404446400.0,,1404522221,1404522041,1404521681,1404520811,1404520331,1404518921,,,,,,1404521891,1404521291,1404519281,,1404521471,1404520871,1404519041,,,1404521771,1404520961,1404520481,1404519551,,,1404521051,,,1404520601,1404521171,,1404520691,,,1404519671,,1404518741,,1404519911,1404520181,,,,1404518831,,,,,,,,,,,,,,,,,,,,,,,,
121550_5..N73R::1404446400.0,,1404522551,1404522371,1404522041,1404521261,1404520811,1404519431,,,,,,1404522251,1404521711,1404519851,,1404521831,1404521321,1404519551,,,1404522131,1404521381,1404520961,1404520091,,,1404521501,,,1404521051,1404521591,,1404521171,,,1404520241,,1404519311,,1404520421,1404520661,,,,1404519371,,,,,,,,,,,,,,,,,,,,,,,,
122850_5..N73R::1404446400.0,,1404523481,1404523301,1404522941,1404522071,1404521621,1404520241,,,,,,1404523181,1404522551,1404520631,,1404522731,1404522161,1404520361,,,1404523061,1404522251,1404521771,1404520871,,,1404522311,,,1404521891,1404522461,,1404522011,,,1404521021,,1404520091,,1404521201,1404521471,,,,1404520181,,,,,,,,,,,,,,,,,,,,,,,,
124150_5..N73R::1404446400.0,,1404524621,1404524411,1404524051,1404523031,1404522461,1404521051,,,,,,1404524291,1404523571,1404521411,,1404523781,1404523121,1404521201,,,1404524141,1404523211,1404522701,1404521651,,,1404523301,,,1404522821,1404523421,,1404522941,,,1404521831,,1404520871,,1404522011,1404522311,,,,1404520961,,,,,,,,,,,,,,,,,,,,,,,,
125350_5..N73R::1404446400.0,,1404524891,1404524771,1404524411,1404523571,1404523121,1404521741,,,,,,1404524621,1404524051,1404522101,,1404524201,1404523661,1404521861,,,1404524501,1404523751,1404523271,1404522311,,,1404523841,,,1404523391,1404523931,,1404523511,,,1404522521,,1404521591,,1404522701,1404522941,,,,1404521681,,,,,,,,,,,,,,,,,,,,,,,,
126550_5..N73R::1404446400.0,,1404525551,1404525311,1404525011,1404524231,1404523781,1404522431,,,,,,1404525221,1404524651,1404522821,,1404524801,1404524291,1404522521,,,1404525071,1404524351,1404523931,1404523061,,,1404524441,,,1404524021,1404524561,,1404524141,,,1404523211,,1404522311,,1404523391,1404523631,,,,1404522371,,,,,,,,,,,,,,,,,,,,,,,,
127750_5..N73R::1404446400.0,,1404526421,1404526241,1404525881,1404525041,1404524561,1404523211,,,,,,1404526091,1404525551,1404523541,,1404525701,1404525131,1404523331,,,1404525971,1404525191,1404524741,1404523781,,,1404525311,,,1404524831,1404525431,,1404524951,,,1404523931,,1404523061,,1404524111,1404524411,,,,1404523121,,,,,,,,,,,,,,,,,,,,,,,,
128950_5..N73R::1404446400.0,,1404527231,1404527051,1404526721,1404525821,1404525311,1404523961,,,,,,1404526931,1404526331,1404524321,,1404526511,1404525911,1404524081,,,1404526811,1404526001,1404525491,1404524561,,,1404526121,,,1404525611,1404526211,,1404525731,,,1404524651,,1404523781,,1404524861,1404525161,,,,1404523871,,,,,,,,,,,,,,,,,,,,,,,,
130150_5..N73R::1404446400.0,,1404528041,1404527831,1404527441,1404526571,1404526061,1404524621,,,,,,1404527681,1404527081,1404525011,,1404527261,1404526661,1404524741,,,1404527501,1404526751,1404526241,1404525221,,,1404526871,,,1404526361,1404526991,,1404526481,,,1404525401,,1404524471,,1404525611,1404525881,,,,1404524531,,,,,,,,,,,,,,,,,,,,,,,,
131350_5..N73R::1404446400.0,,1404528671,1404528461,1404528131,1404527291,1404526811,1404525311,,,,,,1404528341,1404527771,1404525731,,1404527921,1404527351,1404525491,,,1404528221,1404527441,1404526991,1404525971,,,1404527501,,,1404527081,1404527651,,1404527171,,,1404526151,,1404525191,,1404526331,1404526631,,,,1404525221,,,,,,,,,,,,,,,,,,,,,,,,
132550_5..N73R::1404446400.0,,1404529361,1404529181,1404528851,1404528071,1404527621,1404526121,,,,,,1404529061,1404528521,1404526571,,1404528641,1404528131,1404526271,,,1404528941,1404528191,1404527771,1404526841,,,1404528311,,,1404527861,1404528401,,1404527981,,,1404526991,,1404525911,,1404527171,1404527471,,,,1404526001,,,,,,,,,,,,,,,,,,,,,,,,
133750_5..N73R::1404446400.0,,1404531611,1404531401,1404531041,1404530171,1404529691,1404526811,,,,,,1404531281,1404530681,1404527681,,1404530831,1404530231,1404527081,,,1404531131,1404530321,1404529841,1404528161,,,1404530441,,,1404529901,1404530531,,1404530021,,,1404528521,,1404526541,,1404528821,1404529451,,,,1404526631,,,,,,,,,,,,,,,,,,,,,,,,
134950_5..N73R::1404446400.0,,1404530741,1404530561,1404530231,1404529391,1404528941,1404527351,,,,,,1404530441,1404529841,1404527891,,1404529991,1404529451,1404527501,,,1404530321,1404529541,1404529091,1404528161,,,1404529631,,,1404529211,1404529751,,1404529301,,,1404528311,,1404527141,,1404528521,1404528761,,,,1404527231,,,,,,,,,,,,,,,,,,,,,,,,
136150_5..N73R::1404446400.0,,1404532601,1404532241,1404531851,1404530981,1404530501,1404528011,,,,,,1404532061,1404531461,1404528791,,1404531641,1404531041,1404528131,,,1404531941,1404531131,1404530681,1404529271,,,1404531221,,,1404530771,1404531341,,1404530891,,,1404529451,,1404527711,,1404529901,1404530291,,,,1404527771,,,,,,,,,,,,,,,,,,,,,,,,
137350_5..N73R::1404446400.0,,1404532781,1404532691,1404532331,1404531431,1404530891,1404529121,,,,,,1404532511,1404531911,1404529571,,1404532091,1404531491,1404529271,,,1404532421,1404531581,1404531101,1404529841,,,1404531671,,,1404531221,1404531791,,1404531341,,,1404530021,,1404528791,,1404530231,1404530711,,,,1404529001,,,,,,,,,,,,,,,,,,,,,,,,
138550_5..N73R::1404446400.0,,,1404532781,1404532511,1404531521,1404531071,1404529421,,,,,,1404532721,1404532031,1404529991,,1404532271,1404531611,1404529571,,,1404532601,1404531701,1404531221,1404530231,,,1404531791,,,1404531311,1404531911,,1404531461,,,1404530411,,1404529181,,1404530621,1404530891,,,,1404529211,,,,,,,,,,,,,,,,,,,,,,,,
139750_5..N73R::1404446400.0,,,,,1404532271,1404531791,1404530081,,,,,,,1404532721,1404530711,,1404532781,1404532331,1404530201,,,,1404532391,1404531941,1404530981,,,1404532511,,,1404532061,1404532601,,1404532181,,,1404531131,,1404529901,,1404531311,1404531611,,,,1404529991,,,,,,,,,,,,,,,,,,,,,,,,
140950_5..N12R::1404446400.0,,,,,,1404532511,1404531101,,,,,,,,1404531491,,,,1404531221,,,,,1404532691,1404531731,,,,,,1404532781,,,,,,1404531881,,1404530951,,1404532061,1404532361,,,,1404531011,,,,,,,,,,,,,,,,,,,,,,,,
142150_5..N12R::1404446400.0,,,,,,,1404532061,,,,,,,,1404532451,,,,1404532181,,,,,,1404532691,,,,,,,,,,,,1404532781,,1404531881,,,,,,,1404531971,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404539621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137350_5..N73R::1404532800.0,,1404533111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138550_5..N73R::1404532800.0,,1404533351,1404532871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139750_5..N73R::1404532800.0,,1404533861,1404533411,1404533081,,,,,,,,,1404533291,,,,1404532871,,,,,1404533171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140950_5..N12R::1404532800.0,,,,,1404533021,,,,,,,,,1404533501,,,1404533621,1404533111,,,,,1404533171,,,,,1404533291,,,,1404533381,,1404532931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142150_5..N12R::1404532800.0,,,,,1404533951,1404533471,,,,,,,,1404534431,,,1404534551,1404534011,,,,,1404534101,1404533621,,,,1404534221,,,1404533741,1404534311,,1404533861,,,1404532871,,,,1404533081,1404533321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404539621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404543221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404543221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404543221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404546821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404546821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016300_5..N32R::1404532800.0,,,,,,,,,,,,,,,,,1404546821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018300_5..N32R::1404532800.0,,1404544481,1404544331,,,,,,,,,,1404544211,,,,1404544181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020300_5..N32R::1404532800.0,,1404545681,1404545501,1404545171,,,,,,,,,1404545381,,,,1404544991,,,,,1404545261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022300_5..N32R::1404532800.0,,1404546941,1404546761,1404546431,,,,,,,,,1404546641,,,,1404546251,,,,,1404546521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024300_5..N32X002::1404532800.0,,1404548411,1404548231,1404547871,,,,,,,,,1404548111,,,,1404547691,,,,,1404547961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026300_5..N32X002::1404532800.0,,1404549311,1404549131,1404548801,,,,,,,,,1404549011,,,,1404548561,,,,,1404548861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028300_5..N32X002::1404532800.0,,1404550451,1404550271,1404549941,,,,,,,,,1404550151,,,,1404549761,,,,,1404550031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030300_5..N32X002::1404532800.0,,1404551591,1404551411,1404551111,,,,,,,,,1404551291,,,,1404550871,,,,,1404551201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032300_5..N32X002::1404532800.0,,1404553151,1404552521,1404552191,,,,,,,,,1404552401,,,,1404551981,,,,,1404552281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033300_5..N01X004::1404532800.0,,1404553451,1404553271,1404552911,,,,,,,,,1404553121,,,,1404552701,,,,,1404553001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034500_5..N01X004::1404532800.0,,1404554171,1404553991,1404553721,,,,,,,,,,,,,1404553571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036500_5..N01X004::1404532800.0,,1404555341,1404555191,1404554861,,,,,,,,,1404555071,,,,1404554651,,,,,1404554951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038100_5..N01X004::1404532800.0,,1404556571,1404556391,1404556031,,,,,,,,,1404556211,,,,1404555821,,,,,1404556121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039300_5..N01X004::1404532800.0,,1404557321,1404557141,1404556751,,,,,,,,,1404556991,,,,1404556571,,,,,1404556871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040500_5..N01X004::1404532800.0,,1404557831,1404557651,1404557321,,,,,,,,,1404557531,,,,1404557081,,,,,1404557411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041700_5..N01X004::1404532800.0,,1404558461,1404558281,1404557981,,,,,,,,,1404558161,,,,1404557741,,,,,1404558041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042600_5..N01X004::1404532800.0,,1404559181,1404559001,1404558641,,,,,,,,,1404558851,,,,1404558431,,,,,1404558731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043800_5..N01X004::1404532800.0,,1404559751,1404559601,1404559271,,,,,,,,,1404559481,,,,1404559061,,,,,1404559361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045000_5..N01X004::1404532800.0,,1404560621,1404560441,1404560111,,,,,,,,,1404560321,,,,1404559931,,,,,1404560201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046200_5..N01X004::1404532800.0,,1404561191,1404561011,1404560711,,,,,,,,,1404560891,,,,1404560471,,,,,1404560771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
047400_5..N01X004::1404532800.0,,1404561911,1404561761,1404561401,,,,,,,,,1404561641,,,,1404561191,,,,,1404561491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
