,timestamp,trip_id,start_date,stop,arrive,depart,line,tref,long_id,hold,late
112,1404433451,119500_4..S06R,20140703,626S,1404433444,1404433444,4,1404360000.0,119500_4..S06R::1404360000.0,False,True
120,1404433451,122350_4..S06R,20140703,402S,1404433459,1404433459,4,1404360000.0,122350_4..S06R::1404360000.0,False,False
313,1404433481,117200_4..S06R,20140703,420S,1404433473,1404433473,4,1404360000.0,117200_4..S06R::1404360000.0,False,True
529,1404433511,120900_4..S06R,20140703,413S,1404433499,1404433499,4,1404360000.0,120900_4..S06R::1404360000.0,False,True
532,1404433511,121700_4..S06R,20140703,407S,1404433507,1404433507,4,1404360000.0,121700_4..S06R::1404360000.0,False,True
733,1404433541,120300_4..S06R,20140703,415S,1404433435,1404433435,4,1404360000.0,120300_4..S06R::1404360000.0,False,True
926,1404433571,116400_4..S06R,20140703,239S,1404433538,1404433538,4,1404360000.0,116400_4..S06R::1404360000.0,False,True
943,1404433571,122350_4..S06R,20140703,405S,1404433567,1404433567,4,1404360000.0,122350_4..S06R::1404360000.0,False,True
1127,1404433601,115600_4..S06R,20140703,250S,1404433586,1404433586,4,1404360000.0,115600_4..S06R::1404360000.0,False,True
1144,1404433601,121700_4..S06R,20140703,408S,1404433593,1404433593,4,1404360000.0,121700_4..S06R::1404360000.0,False,True
1334,1404433631,118000_4..S06R,20140703,640S,1404433616,1404433616,4,1404360000.0,118000_4..S06R::1404360000.0,False,True
1336,1404433631,118700_4..S06R,20140703,635S,1404433594,1404433594,4,1404360000.0,118700_4..S06R::1404360000.0,False,True
1339,1404433631,119500_4..S06R,20140703,629S,1404433636,1404433636,4,1404360000.0,119500_4..S06R::1404360000.0,False,False
1342,1404433631,120900_4..S06R,20140703,414S,1404433608,1404433608,4,1404360000.0,120900_4..S06R::1404360000.0,False,True
1541,1404433661,120300_4..S06R,20140703,416S,1404433652,1404433652,4,1404360000.0,120300_4..S06R::1404360000.0,False,True
1743,1404433691,122350_4..S06R,20140703,406S,1404433683,1404433683,4,1404360000.0,122350_4..S06R::1404360000.0,False,True
1940,1404433721,121700_4..S06R,20140703,409S,1404433712,1404433712,4,1404360000.0,121700_4..S06R::1404360000.0,False,True
2129,1404433751,117200_4..S06R,20140703,423S,1404433737,1404433737,4,1404360000.0,117200_4..S06R::1404360000.0,False,True
2131,1404433751,118000_4..S06R,20140703,418S,1404433728,1404433728,4,1404360000.0,118000_4..S06R::1404360000.0,False,True
2339,1404433781,120900_4..S06R,20140703,415S,1404433779,1404433779,4,1404360000.0,120900_4..S06R::1404360000.0,False,True
2344,1404433781,122350_4..S06R,20140703,407S,1404433766,1404433766,4,1404360000.0,122350_4..S06R::1404360000.0,False,True
2528,1404433811,118000_4..S06R,20140703,419S,1404433806,1404433806,4,1404360000.0,118000_4..S06R::1404360000.0,False,True
2539,1404433811,121700_4..S06R,20140703,410S,1404433801,1404433801,4,1404360000.0,121700_4..S06R::1404360000.0,False,True
2737,1404433841,122350_4..S06R,20140703,408S,1404433846,1404433846,4,1404360000.0,122350_4..S06R::1404360000.0,False,False
2924,1404433871,119500_4..S06R,20140703,631S,1404433799,1404433799,4,1404360000.0,119500_4..S06R::1404360000.0,False,True
